,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
51452,Asia,中国,China,香港,Hong Kong,94,0.0,30,2
51456,Asia,中国,China,浙江省,Zhejiang,1205,0.0,975,1
51469,Asia,中国,China,山东省,Shandong,756,0.0,405,6
51484,Asia,中国,China,四川省,Sichuan,538,0.0,338,3
51505,Asia,中国,China,河南省,Henan,1272,0.0,1112,20
51524,Asia,中国,China,湖南省,Hunan,1017,0.0,830,4
51538,Asia,中国,China,广西壮族自治区,Guangxi,252,0.0,168,2
51551,Asia,中国,China,福建省,Fujian,296,0.0,235,1
51574,Asia,中国,China,陕西省,Shaanxi,245,0.0,199,1
51586,Asia,中国,China,河北省,Hebei,318,0.0,277,6
51598,Asia,中国,China,海南省,Hainan,168,0.0,133,5
51613,Asia,中国,China,广东省,Guangdong,1348,0.0,935,7
51633,Asia,中国,China,江苏省,Jiangsu,631,0.0,515,0
51646,Asia,中国,China,吉林省,Jilin,93,0.0,73,1
51672,Asia,中国,China,新疆维吾尔自治区,Xinjiang,76,0.0,52,3
51776,Asia,中国,China,内蒙古自治区,Neimenggu,75,0.0,45,0
51797,Asia,中国,China,台湾,Taiwan,34,0.0,6,1
51819,Asia,中国,China,山西省,Shanxi,133,0.0,109,0
51934,Asia,中国,China,云南省,Yunnan,174,0.0,156,2
51960,Asia,中国,China,上海市,Shanghai,337,0.0,279,3
51978,Asia,中国,China,重庆市,Chongqing,576,0.0,402,6
52100,Asia,中国,China,黑龙江省,Heilongjiang,480,0.0,283,13
52160,Asia,中国,China,安徽省,Anhui,990,0.0,821,6
52243,Asia,中国,China,甘肃省,Gansu,91,0.0,82,2
52255,Asia,中国,China,北京市,Beijing,410,0.0,257,7
52370,Asia,中国,China,江西省,Jiangxi,935,0.0,790,1
52459,Asia,中国,China,湖北省,Hubei,65914,0.0,26403,2682
52626,Asia,中国,China,天津市,Tianjin,136,0.0,102,3
