,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
73600,Asia,中国,China,广西壮族自治区,Guangxi,226,0.0,36,2
73613,Asia,中国,China,海南省,Hainan,159,0.0,43,4
73628,Asia,中国,China,辽宁省,Liaoning,119,0.0,29,1
73656,Asia,中国,China,浙江省,Zhejiang,1155,0.0,403,0
73667,Asia,中国,China,黑龙江省,Heilongjiang,419,0.0,47,11
73680,Asia,中国,China,广东省,Guangdong,1261,0.0,362,2
73701,Asia,中国,China,河南省,Henan,1184,0.0,357,11
73720,Asia,中国,China,安徽省,Anhui,934,0.0,193,6
73736,Asia,中国,China,陕西省,Shaanxi,230,0.0,54,0
73749,Asia,中国,China,云南省,Yunnan,162,0.0,36,0
73855,Asia,中国,China,山东省,Shandong,523,0.0,136,2
73870,Asia,中国,China,四川省,Sichuan,463,0.0,114,1
73891,Asia,中国,China,福建省,Fujian,281,0.0,63,0
73900,Asia,中国,China,河北省,Hebei,283,0.0,87,3
73926,Asia,中国,China,天津市,Tianjin,120,0.0,31,3
73973,Asia,中国,China,湖北省,Hubei,51986,0.0,3900,1318
74022,Asia,中国,China,江苏省,Jiangsu,593,0.0,157,0
74078,Asia,中国,China,湖南省,Hunan,988,0.0,364,2
74151,Asia,中国,Hongkong,香港,Hongkong,56,0.0,1,1
74152,Asia,中国,China,重庆市,Chongqing,532,0.0,139,5
74566,Asia,中国,China,北京市,Beijing,372,0.0,80,3
74606,Asia,中国,China,山西省,Shanxi,126,0.0,38,0
74842,Asia,中国,China,上海市,Shanghai,318,0.0,90,1
75019,Asia,中国,China,台湾,Taiwan,18,0.0,2,0
75020,Asia,中国,China,内蒙古自治区,Neimenggu,65,0.0,6,0
75031,Asia,中国,China,贵州省,Guizhou,140,0.0,28,1
75040,Asia,中国,China,宁夏回族自治区,Ningxia,67,0.0,24,0
75108,Asia,中国,China,江西省,Jiangxi,900,0.0,187,1
75120,Asia,中国,China,新疆维吾尔自治区,Xinjiang,65,0.0,6,1
75225,Asia,中国,China,吉林省,Jilin,86,0.0,25,1
