,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
29025,Asia,中国,China,湖北省,Hubei,67800,0.0,56927,3122
29042,Asia,中国,China,澳门,Macau,15,0.0,10,0
29046,Asia,中国,China,中国,China,81202,0.0,69777,3242
29109,Asia,中国,China,香港,Hong Kong,181,0.0,92,4
29118,Asia,中国,China,广东省,Guangdong,1370,0.0,1313,8
29168,Asia,中国,China,台湾,Taiwan,100,0.0,22,1
29188,Asia,中国,China,上海市,Shanghai,361,0.0,326,3
29213,Asia,中国,China,黑龙江省,Heilongjiang,482,0.0,463,13
29227,Asia,中国,China,北京市,Beijing,469,0.0,378,8
29582,Asia,中国,China,陕西省,Shaanxi,246,0.0,237,3
29912,Asia,中国,China,四川省,Sichuan,540,0.0,525,3
29933,Asia,中国,China,辽宁省,Liaoning,125,0.0,122,1
30028,Asia,中国,China,贵州省,Guizhou,146,0.0,144,2
30285,Asia,中国,China,广西壮族自治区,Guangxi,253,0.0,250,2
