,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
44142,Asia,中国,China,广西壮族自治区,Guangxi,252,0.0,218,2
44155,Asia,中国,China,甘肃省,Gansu,120,0.0,87,2
44167,Asia,中国,China,江苏省,Jiangsu,631,0.0,606,0
44180,Asia,中国,China,辽宁省,Liaoning,125,0.0,107,1
44193,Asia,中国,China,山东省,Shandong,758,0.0,627,6
44208,Asia,中国,China,四川省,Sichuan,539,0.0,454,3
44229,Asia,中国,China,重庆市,Chongqing,576,0.0,521,6
44281,Asia,中国,China,河北省,Hebei,318,0.0,307,6
44292,Asia,中国,China,福建省,Fujian,296,0.0,295,1
44301,Asia,中国,China,河南省,Henan,1272,0.0,1244,22
44319,Asia,中国,China,湖北省,Hubei,67666,0.0,43500,2959
44337,Asia,中国,China,广东省,Guangdong,1352,0.0,1237,7
44426,Asia,中国,China,香港,Hong Kong,108,0.0,51,2
44452,Asia,中国,China,黑龙江省,Heilongjiang,481,0.0,403,13
44465,Asia,中国,China,浙江省,Zhejiang,1215,0.0,1154,1
44477,Asia,中国,China,湖南省,Hunan,1018,0.0,960,4
44491,Asia,中国,China,新疆维吾尔自治区,Xinjiang,76,0.0,72,3
44605,Asia,中国,China,上海市,Shanghai,342,0.0,313,3
44624,Asia,中国,China,内蒙古自治区,Neimenggu,75,0.0,67,1
44701,Asia,中国,China,江西省,Jiangxi,935,0.0,916,1
44713,Asia,中国,China,北京市,Beijing,426,0.0,303,8
44837,Asia,中国,China,贵州省,Guizhou,146,0.0,115,2
