,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
61560,Asia,中国,China,河南省,Henan,1270,0.0,830,19
61598,Asia,中国,China,福建省,Fujian,293,0.0,162,1
61608,Asia,中国,China,内蒙古自治区,Neimenggu,75,0.0,23,0
61619,Asia,中国,China,香港,Hong Kong,69,0.0,6,2
61620,Asia,中国,China,湖北省,Hubei,63454,0.0,13690,2250
61638,Asia,中国,China,四川省,Sichuan,526,0.0,250,3
61696,Asia,中国,China,河北省,Hebei,309,0.0,203,6
61707,Asia,中国,China,天津市,Tianjin,135,0.0,65,3
61723,Asia,中国,China,吉林省,Jilin,91,0.0,52,1
61772,Asia,中国,China,浙江省,Zhejiang,1205,0.0,719,1
61803,Asia,中国,China,黑龙江省,Heilongjiang,479,0.0,204,12
61816,Asia,中国,China,新疆维吾尔自治区,Xinjiang,76,0.0,25,2
61834,Asia,中国,China,广东省,Guangdong,1339,0.0,728,5
61888,Asia,中国,China,湖南省,Hunan,1013,0.0,692,4
61915,Asia,中国,China,海南省,Hainan,168,0.0,104,4
61963,Asia,中国,China,陕西省,Shaanxi,245,0.0,149,1
61987,Asia,中国,China,山东省,Shandong,750,0.0,302,4
62053,Asia,中国,China,山西省,Shanxi,132,0.0,79,0
62222,Asia,中国,China,安徽省,Anhui,989,0.0,597,6
62265,Asia,中国,China,江苏省,Jiangsu,631,0.0,401,0
62361,Asia,中国,China,上海市,Shanghai,335,0.0,227,3
62442,Asia,中国,China,江西省,Jiangxi,934,0.0,555,1
62503,Asia,中国,China,广西壮族自治区,Guangxi,249,0.0,104,2
62656,Asia,中国,China,云南省,Yunnan,174,0.0,107,2
62742,Asia,中国,China,辽宁省,Liaoning,121,0.0,66,1
62769,Asia,中国,China,北京市,Beijing,399,0.0,178,4
62933,Asia,中国,China,贵州省,Guizhou,146,0.0,90,2
63090,Asia,中国,China,重庆市,Chongqing,572,0.0,316,6
