,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
58693,Asia,中国,China,甘肃省,Gansu,91,0.0,80,2
58705,Asia,中国,China,天津市,Tianjin,135,0.0,87,3
58721,Asia,中国,China,新疆维吾尔自治区,Xinjiang,76,0.0,30,2
58733,Asia,中国,China,山西省,Shanxi,132,0.0,91,0
58744,Asia,中国,China,内蒙古自治区,Neimenggu,75,0.0,34,0
58755,Asia,中国,China,黑龙江省,Heilongjiang,480,0.0,227,12
58768,Asia,中国,China,江苏省,Jiangsu,631,0.0,452,0
58781,Asia,中国,China,陕西省,Shaanxi,245,0.0,173,1
58793,Asia,中国,China,海南省,Hainan,168,0.0,116,5
58813,Asia,中国,China,湖南省,Hunan,1016,0.0,731,4
58827,Asia,中国,China,四川省,Sichuan,527,0.0,276,3
58860,Asia,中国,China,河北省,Hebei,311,0.0,234,6
58871,Asia,中国,China,河南省,Henan,1271,0.0,943,19
58904,Asia,中国,China,香港,Hong Kong,79,0.0,19,2
58906,Asia,中国,China,湖北省,Hubei,64287,0.0,16748,2495
58931,Asia,中国,China,山东省,Shandong,755,0.0,343,5
58946,Asia,中国,China,广东省,Guangdong,1345,0.0,786,6
59020,Asia,中国,China,福建省,Fujian,293,0.0,183,1
59058,Asia,中国,China,台湾,Taiwan,30,0.0,5,1
59059,Asia,中国,China,浙江省,Zhejiang,1205,0.0,782,1
59086,Asia,中国,China,安徽省,Anhui,989,0.0,663,6
59138,Asia,中国,China,云南省,Yunnan,174,0.0,128,2
59163,Asia,中国,China,吉林省,Jilin,93,0.0,60,1
59192,Asia,中国,China,上海市,Shanghai,335,0.0,261,3
59309,Asia,中国,China,广西壮族自治区,Guangxi,251,0.0,112,2
59351,Asia,中国,China,辽宁省,Liaoning,121,0.0,80,1
59374,Asia,中国,China,宁夏回族自治区,Ningxia,71,0.0,58,0
59490,Asia,中国,China,江西省,Jiangxi,934,0.0,645,1
59529,Asia,中国,China,北京市,Beijing,399,0.0,198,4
59721,Asia,中国,China,重庆市,Chongqing,575,0.0,335,6
