,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
68083,Asia,中国,China,甘肃省,Gansu,91,0.0,62,2
68096,Asia,中国,China,山西省,Shanxi,130,0.0,60,0
68108,Asia,中国,China,河南省,Henan,1257,0.0,522,19
68127,Asia,中国,China,陕西省,Shaanxi,240,0.0,89,0
68140,Asia,中国,China,天津市,Tianjin,128,0.0,48,3
68156,Asia,中国,China,广东省,Guangdong,1328,0.0,565,4
68176,Asia,中国,China,安徽省,Anhui,982,0.0,361,6
68192,Asia,中国,China,湖南省,Hunan,1007,0.0,527,4
68206,Asia,中国,China,河北省,Hebei,302,0.0,136,4
68217,Asia,中国,China,香港,Hong Kong,62,0.0,2,1
68229,Asia,中国,China,贵州省,Guizhou,146,0.0,66,2
68252,Asia,中国,China,辽宁省,Liaoning,121,0.0,53,1
68265,Asia,中国,China,江苏省,Jiangsu,629,0.0,280,0
68278,Asia,中国,China,四川省,Sichuan,508,0.0,169,3
68300,Asia,中国,China,广西壮族自治区,Guangxi,242,0.0,69,2
68313,Asia,中国,China,浙江省,Zhejiang,1172,0.0,535,0
68360,Asia,中国,China,山东省,Shandong,543,0.0,211,3
68428,Asia,中国,China,湖北省,Hubei,59989,0.0,7943,1789
68445,Asia,中国,China,黑龙江省,Heilongjiang,464,0.0,111,11
68585,Asia,中国,China,海南省,Hainan,163,0.0,79,4
68601,Asia,中国,China,宁夏回族自治区,Ningxia,70,0.0,42,0
68623,Asia,中国,China,上海市,Shanghai,333,0.0,177,1
68859,Asia,中国,China,福建省,Fujian,292,0.0,93,0
68980,Asia,中国,China,云南省,Yunnan,172,0.0,57,0
68994,Asia,中国,China,重庆市,Chongqing,553,0.0,235,5
69145,Asia,中国,China,吉林省,Jilin,89,0.0,36,1
69155,Asia,中国,China,青海省,Qinghai,18,0.0,15,0
69639,Asia,中国,China,北京市,Beijing,387,0.0,122,4
69656,Asia,中国,China,内蒙古自治区,Neimenggu,73,0.0,8,0
69681,Asia,中国,China,江西省,Jiangxi,933,0.0,310,1
69800,Asia,中国,China,新疆维吾尔自治区,Xinjiang,76,0.0,12,1
