,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
47771,Asia,中国,China,新疆维吾尔自治区,Xinjiang,76,0.0,66,3
47783,Asia,中国,China,湖北省,Hubei,67103,0.0,33934,2803
47800,Asia,中国,China,广东省,Guangdong,1350,0.0,1059,7
47820,Asia,中国,China,四川省,Sichuan,538,0.0,386,3
47841,Asia,中国,China,安徽省,Anhui,990,0.0,917,6
47857,Asia,中国,China,吉林省,Jilin,93,0.0,83,1
47879,Asia,中国,China,甘肃省,Gansu,91,0.0,85,2
47915,Asia,中国,China,黑龙江省,Heilongjiang,480,0.0,356,13
47928,Asia,中国,China,江苏省,Jiangsu,631,0.0,543,0
47941,Asia,中国,China,广西壮族自治区,Guangxi,252,0.0,192,2
47954,Asia,中国,China,福建省,Fujian,296,0.0,255,1
47963,Asia,中国,China,山西省,Shanxi,133,0.0,117,0
47974,Asia,中国,China,浙江省,Zhejiang,1206,0.0,1069,1
47987,Asia,中国,China,湖南省,Hunan,1018,0.0,887,4
48001,Asia,中国,China,河南省,Henan,1272,0.0,1205,22
48079,Asia,中国,China,内蒙古自治区,Neimenggu,75,0.0,54,0
48150,Asia,中国,China,河北省,Hebei,318,0.0,296,6
48226,Asia,中国,China,上海市,Shanghai,337,0.0,292,3
48244,Asia,中国,China,陕西省,Shaanxi,245,0.0,216,1
48257,Asia,中国,China,北京市,Beijing,414,0.0,282,8
48324,Asia,中国,China,山东省,Shandong,758,0.0,460,6
48339,Asia,中国,China,台湾,Taiwan,41,0.0,12,1
48440,Asia,中国,China,云南省,Yunnan,174,0.0,168,2
48582,Asia,中国,China,辽宁省,Liaoning,122,0.0,103,1
48659,Asia,中国,China,宁夏回族自治区,Ningxia,74,0.0,69,0
48705,Asia,中国,China,江西省,Jiangxi,935,0.0,850,1
48767,Asia,中国,China,香港,Hong Kong,98,0.0,36,2
48769,Asia,中国,China,贵州省,Guizhou,146,0.0,114,2
48945,Asia,中国,China,重庆市,Chongqing,576,0.0,450,6
