,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
77433,Asia,中国,China,甘肃省,Gansu,90,0.0,39,2
77457,Asia,中国,China,新疆维吾尔自治区,Xinjiang,63,0.0,6,1
77470,Asia,中国,Hongkong,香港,Hongkong,53,0.0,1,1
77471,Asia,中国,China,河南省,Henan,1169,0.0,296,10
77491,Asia,中国,China,辽宁省,Liaoning,117,0.0,22,1
77504,Asia,中国,China,湖北省,Hubei,48206,0.0,3459,1310
77521,Asia,中国,China,浙江省,Zhejiang,1145,0.0,360,0
77532,Asia,中国,China,重庆市,Chongqing,525,0.0,128,3
77572,Asia,中国,China,北京市,Beijing,366,0.0,69,3
77589,Asia,中国,Macao,澳门,Macao,10,0.0,3,0
77607,Asia,中国,China,广东省,Guangdong,1241,0.0,314,2
77647,Asia,中国,China,安徽省,Anhui,910,0.0,157,5
77663,Asia,中国,China,山东省,Shandong,509,0.0,105,2
77678,Asia,中国,China,四川省,Sichuan,451,0.0,104,1
77699,Asia,中国,China,吉林省,Jilin,84,0.0,24,1
77776,Asia,中国,China,江西省,Jiangxi,872,0.0,170,1
77788,Asia,中国,China,湖南省,Hunan,968,0.0,339,2
77802,Asia,中国,China,江苏省,Jiangsu,570,0.0,139,0
77869,Asia,中国,China,黑龙江省,Heilongjiang,395,0.0,33,9
77902,Asia,中国,China,上海市,Shanghai,315,0.0,62,1
77919,Asia,中国,China,河北省,Hebei,265,0.0,68,3
77930,Asia,中国,China,广西壮族自治区,Guangxi,222,0.0,33,2
77943,Asia,中国,China,陕西省,Shaanxi,229,0.0,46,0
77955,Asia,中国,China,云南省,Yunnan,156,0.0,27,0
77970,Asia,中国,China,海南省,Hainan,157,0.0,30,4
77985,Asia,中国,China,贵州省,Guizhou,135,0.0,27,1
77994,Asia,中国,China,天津市,Tianjin,117,0.0,21,3
78023,Asia,中国,China,山西省,Shanxi,126,0.0,33,0
78056,Asia,中国,China,内蒙古自治区,Neimenggu,61,0.0,6,0
78450,Asia,中国,China,福建省,Fujian,279,0.0,57,0
78749,Asia,中国,China,青海省,Qinghai,18,0.0,11,0
79424,Asia,中国,China,宁夏回族自治区,Ningxia,64,0.0,24,0
80283,Asia,中国,China,台湾,Taiwan,18,0.0,1,0
80287,Asia,中国,China,西藏自治区,Xizang,1,0.0,1,0
