,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
45064,Asia,中国,China,湖北省,Hubei,67592,0.0,42033,2931
45081,Asia,中国,China,黑龙江省,Heilongjiang,481,0.0,396,13
45094,Asia,中国,China,甘肃省,Gansu,119,0.0,87,2
45106,Asia,中国,China,江西省,Jiangxi,935,0.0,909,1
45135,Asia,中国,China,广东省,Guangdong,1352,0.0,1216,7
45156,Asia,中国,China,北京市,Beijing,422,0.0,299,8
45174,Asia,中国,China,四川省,Sichuan,539,0.0,442,3
45208,Asia,中国,China,台湾,Taiwan,45,0.0,12,1
45209,Asia,中国,China,福建省,Fujian,296,0.0,284,1
45218,Asia,中国,China,宁夏回族自治区,Ningxia,75,0.0,71,0
45224,Asia,中国,China,香港,Hong Kong,106,0.0,46,2
45244,Asia,中国,China,山东省,Shandong,758,0.0,618,6
45272,Asia,中国,China,湖南省,Hunan,1018,0.0,955,4
45286,Asia,中国,China,重庆市,Chongqing,576,0.0,513,6
45415,Asia,中国,China,浙江省,Zhejiang,1215,0.0,1147,1
45427,Asia,中国,China,江苏省,Jiangsu,631,0.0,594,0
45440,Asia,中国,China,陕西省,Shaanxi,245,0.0,226,1
45461,Asia,中国,China,河南省,Henan,1272,0.0,1243,22
45480,Asia,中国,China,吉林省,Jilin,93,0.0,90,1
45490,Asia,中国,China,澳门,Macau,10,0.0,10,0
45668,Asia,中国,China,上海市,Shanghai,342,0.0,306,3
45687,Asia,中国,China,新疆维吾尔自治区,Xinjiang,76,0.0,71,3
45753,Asia,中国,China,河北省,Hebei,318,0.0,305,6
45764,Asia,中国,China,安徽省,Anhui,990,0.0,979,6
45790,Asia,中国,China,云南省,Yunnan,174,0.0,170,2
45958,Asia,中国,China,广西壮族自治区,Guangxi,252,0.0,217,2
46013,Asia,中国,China,内蒙古自治区,Neimenggu,75,0.0,65,1
