,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
82262,Asia,中国,China,广西壮族自治区,Guangxi,215,0.0,33,1
82276,Asia,中国,China,甘肃省,Gansu,86,0.0,24,2
82288,Asia,中国,China,海南省,Hainan,144,0.0,20,3
82303,Asia,中国,China,天津市,Tianjin,105,0.0,10,2
82319,Asia,中国,China,湖北省,Hubei,31728,0.0,2310,974
82336,Asia,中国,China,广东省,Guangdong,1177,0.0,212,1
82357,Asia,中国,China,河南省,Henan,1105,0.0,218,7
82376,Asia,中国,China,江西省,Jiangxi,804,0.0,128,1
82388,Asia,中国,China,福建省,Fujian,267,0.0,45,0
82397,Asia,中国,China,贵州省,Guizhou,127,0.0,17,1
82419,Asia,中国,China,浙江省,Zhejiang,1117,0.0,270,0
82449,Asia,中国,China,湖南省,Hunan,912,0.0,247,1
82463,Asia,中国,China,山西省,Shanxi,122,0.0,30,0
82474,Asia,中国,China,辽宁省,Liaoning,111,0.0,19,0
82570,Asia,中国,China,山东省,Shandong,487,0.0,80,1
82585,Asia,中国,China,四川省,Sichuan,417,0.0,85,1
82606,Asia,中国,China,黑龙江省,Heilongjiang,360,0.0,28,8
82618,Asia,中国,China,河北省,Hebei,239,0.0,48,2
82652,Asia,中国,China,青海省,Qinghai,18,0.0,5,0
82718,Asia,中国,China,宁夏回族自治区,Ningxia,53,0.0,22,0
82753,Asia,中国,Hongkong,香港,Hongkong,49,0.0,0,1
82798,Asia,中国,China,安徽省,Anhui,860,0.0,105,4
82829,Asia,中国,China,云南省,Yunnan,153,0.0,20,0
82859,Asia,中国,China,新疆维吾尔自治区,Xinjiang,55,0.0,3,0
82888,Asia,中国,China,重庆市,Chongqing,489,0.0,72,2
83087,Asia,中国,China,江苏省,Jiangsu,515,0.0,93,0
83150,Asia,中国,China,吉林省,Jilin,81,0.0,18,1
83297,Asia,中国,China,上海市,Shanghai,303,0.0,52,1
83363,Asia,中国,China,陕西省,Shaanxi,219,0.0,32,0
83609,Asia,中国,China,北京市,Beijing,342,0.0,48,3
