,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
70048,Asia,中国,China,台湾,Taiwan,22,0.0,2,1
70050,Asia,中国,China,河南省,Henan,1246,0.0,509,16
70069,Asia,中国,China,甘肃省,Gansu,91,0.0,58,2
70081,Asia,中国,China,重庆市,Chongqing,552,0.0,214,5
70179,Asia,中国,China,四川省,Sichuan,495,0.0,156,3
70219,Asia,中国,China,河北省,Hebei,301,0.0,122,3
70230,Asia,中国,China,广东省,Guangdong,1322,0.0,524,4
70290,Asia,中国,China,天津市,Tianjin,125,0.0,46,3
70325,Asia,中国,China,湖北省,Hubei,58182,0.0,6693,1696
70412,Asia,中国,China,湖南省,Hunan,1006,0.0,498,3
70447,Asia,中国,China,陕西省,Shaanxi,240,0.0,79,0
70460,Asia,中国,China,山西省,Shanxi,129,0.0,51,0
70482,Asia,中国,China,香港,Hong Kong,58,0.0,2,1
70483,Asia,中国,China,浙江省,Zhejiang,1171,0.0,507,0
70494,Asia,中国,China,辽宁省,Liaoning,121,0.0,43,1
70507,Asia,中国,China,贵州省,Guizhou,146,0.0,57,1
70552,Asia,中国,China,山东省,Shandong,541,0.0,191,2
70567,Asia,中国,China,海南省,Hainan,163,0.0,59,4
70592,Asia,中国,China,吉林省,Jilin,89,0.0,34,1
70602,Asia,中国,China,宁夏回族自治区,Ningxia,70,0.0,35,0
70695,Asia,中国,China,江苏省,Jiangsu,626,0.0,258,0
70723,Asia,中国,China,福建省,Fujian,290,0.0,90,0
70743,Asia,中国,China,广西壮族自治区,Guangxi,238,0.0,53,2
70769,Asia,中国,China,云南省,Yunnan,171,0.0,47,0
70829,Asia,中国,China,安徽省,Anhui,973,0.0,280,6
70974,Asia,中国,China,黑龙江省,Heilongjiang,457,0.0,85,11
71136,Asia,中国,China,上海市,Shanghai,332,0.0,161,1
71658,Asia,中国,China,内蒙古自治区,Neimenggu,72,0.0,8,0
71669,Asia,中国,China,新疆维吾尔自治区,Xinjiang,75,0.0,12,1
71726,Asia,中国,China,江西省,Jiangxi,930,0.0,275,1
71747,Asia,中国,China,北京市,Beijing,381,0.0,114,4
