,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
53877,Asia,新加坡,Singapore,新加坡,Singapore,93,0.0,62,0,,,,,,
53878,Europe,德国,Germany,德国,Germany,19,0.0,14,0,,,,,,
54061,Asia,科威特,Kuwait,科威特,Kuwait,25,0.0,0,0,,,,,,
54062,Europe,希腊,Greece,希腊,Greece,1,0.0,0,0,,,,,,
54063,Europe,意大利,Italy,意大利,Italy,374,0.0,1,12,,,,,,
54064,Others,钻石公主号邮轮,Diamond Princess Cruise Ship,钻石公主号邮轮,Diamond Princess Cruise Ship,705,0.0,0,4,,,,,,
54066,North America,美国,United States of America,美国,United States of America,57,0.0,3,0,,,,,,
54067,Asia,巴林,Bahrain,巴林,Bahrain,26,0.0,0,0,,,,,,
54069,Asia,伊朗,Iran,伊朗,Iran,139,0.0,0,19,,,,,,
54083,Asia,日本,Japan,日本,Japan,178,0.0,22,2,,,,,,
54084,Asia,韩国,Korea,韩国,Korea,1261,0.0,22,12,,,,,,
54264,Asia,泰国,Thailand,泰国,Thailand,40,0.0,22,0,,,,,,
54265,Europe,法国,France,法国,France,17,0.0,11,2,,,,,,
54635,Oceania,澳大利亚,Australia,澳大利亚,Australia,22,0.0,15,0,,,,,,
54636,North America,加拿大,Canada,加拿大,Canada,11,0.0,4,0,,,,,,
54637,Asia,以色列,Israel,以色列,Israel,6,0.0,0,0,,,,,,
54638,Europe,西班牙,Spain,西班牙,Spain,7,0.0,2,0,,,,,,
54641,Asia,阿曼,Oman,阿曼,Oman,2,0.0,0,0,,,,,,
54642,Europe,奥地利,Austria,奥地利,Austria,2,0.0,0,0,,,,,,
54643,Europe,克罗地亚,Croatia,克罗地亚,Croatia,1,0.0,0,0,,,,,,
54644,Europe,瑞士,Switzerland,瑞士,Switzerland,1,0.0,0,0,,,,,,
54645,Africa,阿尔及利亚,Algeria,阿尔及利亚,Algeria,1,0.0,0,0,,,,,,
54646,Asia,越南,Vietnam,越南,Vietnam,16,0.0,16,0,,,,,,
54850,Asia,阿联酋,United Arab Emirates,阿联酋,United Arab Emirates,13,0.0,4,0,,,,,,
54855,Europe,英国,United Kingdom,英国,United Kingdom,13,0.0,8,0,,,,,,
54857,Asia,马来西亚,Malaysia,马来西亚,Malaysia,22,0.0,18,0,,,,,,
54862,Europe,瑞典,Sweden,瑞典,Sweden,1,0.0,0,0,,,,,,
54863,Asia,菲律宾,Philippines,菲律宾,Philippines,3,0.0,1,1,,,,,,
54864,Africa,埃及,Egypt,埃及,Egypt,1,0.0,0,0,,,,,,
54865,Asia,黎巴嫩,Lebanon,黎巴嫩,Lebanon,1,0.0,0,0,,,,,,
54866,Asia,伊拉克,Iraq,伊拉克,Iraq,1,0.0,0,0,,,,,,
54867,Asia,阿富汗,Afghanistan,阿富汗,Afghanistan,1,0.0,0,0,,,,,,
54872,Asia,尼泊尔,Nepal,尼泊尔,Nepal,1,0.0,1,0,,,,,,
54873,Asia,柬埔寨,Kampuchea (Cambodia ),柬埔寨,Kampuchea (Cambodia ),1,0.0,1,0,,,,,,
54874,Asia,斯里兰卡,SriLanka,斯里兰卡,SriLanka,1,0.0,1,0,,,,,,
54875,Europe,芬兰,Finland,芬兰,Finland,1,0.0,1,0,,,,,,
54876,Asia,印度,India,印度,India,3,0.0,3,0,,,,,,
54877,Europe,俄罗斯,Russia,俄罗斯,Russia,2,0.0,2,0,,,,,,
54878,Europe,比利时,Belgium,比利时,Belgium,1,0.0,1,0,,,,,,
