,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
103983,,俄罗斯,Russia,俄罗斯,Russia,2,0.0,0,0,,,,,,
104045,,泰国,Thailand,泰国,Thailand,19,0.0,5,0,,,,,,
104046,,日本,Japan,日本,Japan,15,0.0,1,0,,,,,,
104047,Europe,英国,United Kingdom,英国,United Kingdom,2,0.0,0,0,,,,,,
104389,,韩国,Korea,韩国,Korea,11,0.0,0,0,,,,,,
104424,,新加坡,Singapore,新加坡,Singapore,13,0.0,0,0,,,,,,
105421,,美国,United States of America,美国,United States of America,6,0.0,0,0,,,,,,
105422,,澳大利亚,Australia,澳大利亚,Australia,9,0.0,2,0,,,,,,
105423,,意大利,Italy,意大利,Italy,2,0.0,0,0,,,,,,
105424,,德国,Germany,德国,Germany,5,0.0,0,0,,,,,,
