,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
51453,Europe,奥地利,Austria,奥地利,Austria,5,0.0,0,0,,,,,,
51454,Others,钻石公主号邮轮,Diamond Princess Cruise Ship,钻石公主号邮轮,Diamond Princess Cruise Ship,705,0.0,0,5,,,,,,
51455,Europe,英国（含北爱尔兰）,United Kingdom,英国（含北爱尔兰）,United Kingdom,16,0.0,8,0,,,,,,
51560,Europe,希腊,Greece,希腊,Greece,4,0.0,0,0,,,,,,
51561,Europe,挪威,Norway,挪威,Norway,4,0.0,0,0,,,,,,
51597,Asia,日本,Japan,日本,Japan,226,0.0,22,4,,,,,,
51668,Asia,韩国,Korea,韩国,Korea,2337,0.0,22,13,,,,,,
51669,Asia,泰国,Thailand,泰国,Thailand,41,0.0,28,0,,,,,,
51670,Europe,瑞士,Switzerland,瑞士,Switzerland,8,0.0,0,0,,,,,,
51671,Europe,白俄罗斯,Belarus,白俄罗斯,Belarus,1,0.0,0,0,,,,,,
51890,Oceania,新西兰,New Zealand,新西兰,New Zealand,1,0.0,0,0,,,,,,
51912,Europe,立陶宛,Lithuania,立陶宛,Lithuania,1,0.0,0,0,,,,,,
51933,North America,加拿大,Canada,加拿大,Canada,14,0.0,4,0,,,,,,
52177,Europe,意大利,Italy,意大利,Italy,653,0.0,45,17,,,,,,
52178,Asia,伊朗,Iran,伊朗,Iran,270,0.0,49,26,,,,,,
52180,North America,美国,United States of America,美国,United States of America,60,0.0,3,0,,,,,,
52181,Asia,科威特,Kuwait,科威特,Kuwait,43,0.0,0,0,,,,,,
52182,Europe,德国,Germany,德国,Germany,48,0.0,14,0,,,,,,
52183,Asia,巴林,Bahrain,巴林,Bahrain,33,0.0,0,0,,,,,,
52184,Europe,法国,France,法国,France,38,0.0,11,2,,,,,,
52185,Europe,西班牙,Spain,西班牙,Spain,25,0.0,2,0,,,,,,
52186,Asia,阿联酋,United Arab Emirates,阿联酋,United Arab Emirates,19,0.0,5,0,,,,,,
52187,Oceania,澳大利亚,Australia,澳大利亚,Australia,23,0.0,15,0,,,,,,
52189,Europe,英国,United Kingdom,英国,United Kingdom,15,0.0,8,0,,,,,,
52190,Europe,瑞典,Sweden,瑞典,Sweden,7,0.0,0,0,,,,,,
52191,Asia,伊拉克,Iraq,伊拉克,Iraq,7,0.0,0,0,,,,,,
52192,Asia,以色列,Israel,以色列,Israel,7,0.0,1,0,,,,,,
52193,Asia,阿曼,Oman,阿曼,Oman,6,0.0,0,0,,,,,,
52195,Asia,马来西亚,Malaysia,马来西亚,Malaysia,23,0.0,18,0,,,,,,
52196,Asia,黎巴嫩,Lebanon,黎巴嫩,Lebanon,3,0.0,0,0,,,,,,
52197,Europe,克罗地亚,Croatia,克罗地亚,Croatia,3,0.0,0,0,,,,,,
52200,Asia,巴基斯坦,Pakistan,巴基斯坦,Pakistan,2,0.0,0,0,,,,,,
52201,Europe,芬兰,Finland,芬兰,Finland,2,0.0,1,0,,,,,,
52202,South America,巴西,Brazil,巴西,Brazil,1,0.0,0,0,,,,,,
52203,Europe,罗马尼亚,Romania,罗马尼亚,Romania,1,0.0,0,0,,,,,,
52204,Europe,格鲁吉亚,Georgia,格鲁吉亚,Georgia,1,0.0,0,0,,,,,,
52205,Europe,爱沙尼亚,Estonia,爱沙尼亚,Estonia,1,0.0,0,0,,,,,,
52206,Europe,丹麦,Denmark,丹麦,Denmark,1,0.0,0,0,,,,,,
52208,Europe,北马其顿,North Macedonia,北马其顿,North Macedonia,1,0.0,0,0,,,,,,
52209,Europe,荷兰,Netherlands,荷兰,Netherlands,1,0.0,0,0,,,,,,
52210,Africa,尼日利亚,Nigeria,尼日利亚,Nigeria,1,0.0,0,0,,,,,,
52211,Europe,北爱尔兰,Northern Ireland,北爱尔兰,Northern Ireland,1,0.0,0,0,,,,,,
52212,Africa,埃及,Egypt,埃及,Egypt,1,0.0,1,0,,,,,,
52544,Asia,新加坡,Singapore,新加坡,Singapore,93,0.0,62,0,,,,,,
52563,Africa,阿尔及利亚,Algeria,阿尔及利亚,Algeria,1,0.0,0,0,,,,,,
52572,Asia,越南,Vietnam,越南,Vietnam,16,0.0,16,0,,,,,,
52681,Asia,阿富汗,Afghanistan,阿富汗,Afghanistan,1,0.0,0,0,,,,,,
